NC162	NC163	NC164	NC165	NC134	NC135	NC136	NC137	NC138	NC106	NC107	NC108	NC109	NC110	NC73	NC74	NC88	NC89	NC58	NC59	NC43	NC44	NC4	NC13	NC14	NC23	NC24	NC33	NC34	NC3	AppBBS155	AppBBS156	AppBBS183	AppBBS184	AppBBS100	AppBBS127	AppBBS128	AppBBS70	AppBBS85	AppBBS55	BBS170	BBS171	BBS142	BBS113	BBS114	BBS115	BBS7	BBS8	BBS169	BBS143	BBS144	BBS93	BBS77	BBS78	BBS92	BBS62	BBS63	BBS47	BBS48	BBS17	BBS18	BBS27	BBS28	BBS37	BBS38	AppNPH147	AppNPH148	AppNPH149	AppNPH150	AppNPH151	AppNPH152	AppNPH153	AppNPH174	AppNPH175	AppNPH176	AppNPH177	AppNPH178	AppNPH179	AppNPH180	AppNPH181	AppNPH182	AppNPH96	AppNPH97	AppNPH98	AppNPH99	AppNPH118	AppNPH119	AppNPH120	AppNPH121	AppNPH122	AppNPH123	AppNPH124	AppNPH125	AppNPH126	AppNPH69	AppNPH81	AppNPH82	AppNPH83	AppNPH84	AppNPH67	AppNPH68	AppNPH52	AppNPH53	AppNPH54	NPH158	NPH160	NPH133	NPH103	NPH104	NPH105	NPH129	NPH72	NPH86	NPH157	NPH159	NPH161	NPH131	NPH132	NPH101	NPH102	NPH130	NPH71	NPH87	NPH56	NPH57	NPH41	NPH42	NPH2	NPH1	NPH11	NPH12	NPH21	NPH22	NPH31	NPH32	CKD140	CKD166	CKD167	CKD168	CKD141	CKD112	CKD76	CKD91	CKD45	CKD46	CKD25	CKD139	CKD111	CKD75	CKD90	CKD60	CKD61	CKD5	CKD15	CKD16	CKD26	CKD36	T: Genes	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: First.Protein.Description
13,4602	13,7394	12,5684	13,8041	13,7418	12,8032	13,7367	13,618	13,6682	13,1096	13,5372	13,2209	12,7212	13,3474	13,6341	13,8619	12,9713	12,5013	13,2724	13,4867	13,5804	13,95	14,1315	13,2763	13,5802	13,199	14,1045	12,9257	13,7206	14,0446	14,0642	13,6166	13,3325	13,2331	12,9645	13,4944	13,5464	14,2042	12,8921	13,1226	13,7427	11,8594	13,2962	12,9753	12,4312	12,4333	13,4185	11,9609	13,3798	12,9863	13,6654	13,2275	13,3633	13,9353	13,1237	12,7247	12,8043	13,0579	12,7443	13,3073	13,9144	12,6985	12,2505	12,5773	13,6274	13,1782	13,5374	13,7958	13,3588	13,1813	13,5206	13,8205	12,4442	12,28	13,3018	14,1797	13,1767	13,3779	13,2852	14,1646	13,3595	13,1849	12,9878	14,0825	13,5399	13,5413	13,7299	12,6473	14,1799	13,0881	13,7267	13,5403	13,6207	12,3245	13,6031	13,7835	12,9506	13,195	12,899	13,7261	13,4314	13,9225	12,6277	14,0529	13,6662	12,7415	13,6188	13,7638	13,4177	13,8881	13,9435	13,4301	14,5221	12,6554	12,9882	12,214	10,4444	10,6589	12,938	11,671	11,4751	11,9799	10,4129	NaN	11,2765	13,6621	13,2813	13,5227	12,9502	NaN	13,3656	NaN	13,2439	13,6668	12,7743	13,9457	13,5713	13,3298	13,4568	12,6899	12,7269	13,1938	NaN	13,423	12,8301	13,5896	10,7815	13,389	12,3701	NaN	13,7363	NaN	13,1362	12,6571	14,5324	14,6718	13,8356	TCP1	P17987	P17987	TCPA_HUMAN	T-complex protein 1 subunit alpha
17,4568	16,5375	16,6316	16,0534	16,0604	16,5302	16,2123	15,5024	16,7549	17,4673	16,7429	16,6984	16,376	16,8242	16,1151	16,8224	18,4359	17,0605	16,3158	16,7112	16,8284	15,4816	16,0664	16,8422	17,1053	16,7572	16,5139	17,7017	15,8134	16,5365	16,9817	17,4664	16,9829	17,2686	17,6408	16,7271	16,5785	16,4194	16,5451	16,3205	15,8	15,3198	17,4009	16,4953	16,9765	13,9795	17,2846	17,6011	16,7501	16,9294	17,0384	14,9293	16,8585	15,4409	16,4503	17,1236	16,4417	15,2212	16,8428	17,4962	16,5809	17,0978	17,1608	17,2368	16,7726	16,654	16,4877	15,7386	17,5229	17,2093	16,6856	17,6034	16,8792	17,1096	16,9771	16,3522	16,2113	16,9862	17,0119	16,3615	16,7251	15,2844	17,3949	15,718	16,7689	16,2255	17,2516	15,8844	14,8428	15,8769	16,7367	16,1643	16,8057	17,2072	16,4294	16,4664	16,9988	16,6573	17,3484	16,8121	16,4869	17,1164	17,0072	16,4759	14,9298	17,4415	15,6673	15,6257	18,0489	16,542	15,9969	17,3904	16,5587	18,8511	18,6877	15,8693	15,2041	15,5987	16,0041	14,936	16,3871	15,6086	18,1616	16,7264	16,8942	16,2435	16,4556	NaN	16,3627	15,314	16,9941	15,2528	16,2419	17,1803	15,5738	16,5709	17,0623	16,921	16,0619	15,3092	16,6235	16,6558	15,9151	17,1477	14,5182	16,2279	18,51	15,4511	18,896	14,7782	15,8168	17,6884	NaN	14,8249	15,8356	13,1455	16,0434	IGFBP2	P18065	P18065	IBP2_HUMAN	Insulin-like growth factor-binding protein 2
12,1605	12,2807	12,0558	12,6432	12,0413	11,826	12,5415	NaN	11,4327	12,1165	11,7398	12,6325	11,8844	11,0219	NaN	NaN	11,3289	NaN	11,8657	11,816	11,96	NaN	NaN	11,8424	12,7036	11,632	NaN	11,9334	12,0402	13,1039	11,9929	12,3013	12,1982	11,845	12,2761	12,2872	12,5052	11,7872	12,3099	12,58	NaN	10,9634	12,5524	10,6111	11,7445	NaN	12,3717	11,8325	11,9609	11,972	11,6874	11,8097	NaN	NaN	11,9026	10,8518	12,0781	11,7593	12,3593	12,2999	12,9733	12,4221	12,0435	11,3163	NaN	11,1833	11,7948	12,1985	NaN	12,1342	12,3461	11,4728	11,5374	11,6736	12,0638	11,843	12,2227	11,8624	12,2086	12,5924	12,3653	NaN	12,0818	12,4723	11,9491	12,0202	11,6913	12,0257	12,6056	NaN	12,3222	NaN	NaN	11,847	11,8863	NaN	12,4011	12,571	12,1532	NaN	12,563	12,0283	11,1083	13,0867	12,4862	11,9363	12,8056	12,481	12,3038	11,9614	NaN	12,0108	NaN	NaN	NaN	NaN	NaN	NaN	12,099	NaN	NaN	NaN	NaN	NaN	NaN	12,8141	12,141	NaN	12,3315	NaN	12,5719	NaN	NaN	11,7807	NaN	NaN	12,3597	12,3154	NaN	NaN	11,0811	NaN	NaN	11,8786	11,8502	12,5623	NaN	12,0945	NaN	NaN	NaN	NaN	12,6506	NaN	NaN	NaN	NaN	ARF4	P18085	P18085	ARF4_HUMAN	ADP-ribosylation factor 4
11,6731	12,3286	11,1817	12,2376	13,2644	12,2007	12,4822	11,4562	11,0508	11,4606	12,1886	11,6368	11,3087	11,8127	NaN	11,5589	12,0758	11,8326	11,7906	12,9832	13,2531	13,5293	12,4958	11,984	12,5349	11,5739	14,5218	11,4778	12,2315	12,9637	11,5313	12,1659	11,4509	11,9074	11,2743	11,7646	12,1854	13,3967	11,8537	11,597	NaN	NaN	12,0432	10,5382	NaN	NaN	11,6633	NaN	10,3525	11,7418	13,6439	11,4602	12,0046	12,564	9,97311	11,5409	11,7445	12,3922	11,7769	12,3132	13,9053	11,6437	NaN	11,2758	12,4568	10,642	12,5003	12,4486	12,1045	11,5948	12,149	12,8748	10,2526	10,7889	11,7877	11,9928	11,8201	11,8587	11,8013	13,7452	11,6959	10,8496	11,2279	12,9619	11,593	11,5082	12,5023	11,712	13,4189	11,1966	12,5753	NaN	13,0263	10,6842	12,3306	NaN	11,9316	12,0597	12,5117	11,4106	12,6536	13,8451	NaN	13,0869	12,773	11,6137	13,421	12,7009	12,5138	12,4816	12,2601	11,8789	NaN	NaN	NaN	NaN	NaN	NaN	12,3617	NaN	NaN	10,7137	NaN	NaN	NaN	13,0068	11,3918	NaN	11,2062	NaN	12,3156	NaN	NaN	12,61	NaN	12,8924	12,5579	12,0535	12,2216	NaN	10,5752	12,2733	13,9653	12,3218	NaN	13,1257	NaN	11,2615	9,77642	NaN	12,2206	NaN	NaN	NaN	NaN	NaN	NaN	RPL7	P18124	P18124	RL7_HUMAN	Large ribosomal subunit protein uL30
12,5435	13,0813	12,1249	12,4311	12,9192	12,0765	13,0061	13,0841	12,1112	12,1999	12,8812	12,4906	12,6106	12,6549	12,9138	12,3372	11,9173	12,17	12,222	12,7756	12,9743	12,8658	13,6535	12,202	13,5257	12,397	14,6212	11,9053	12,5503	13,1385	13,6926	12,6854	12,6445	13,1584	12,4372	14,4746	14,8921	14,0722	12,436	11,7262	12,1499	11,0667	12,7778	12,6613	12,9029	13,087	12,9016	11,7358	12,7652	13,1231	13,9567	15,8041	12,4334	13,1451	12,5367	11,9384	12,1726	14,5948	12,5955	12,6568	13,2512	12,1085	12,0943	12,5629	13,3544	12,076	13,6323	13,7868	12,3204	13,0493	13,1024	12,1811	11,6391	11,9175	12,7891	13,1396	11,953	12,5063	12,6157	13,9437	12,5582	13,1373	12,3739	13,2683	12,2994	12,6214	12,6079	12,4332	13,4701	12,2189	12,4124	13,1174	13,2686	11,7657	13,5748	10,8673	12,3544	13,4377	12,2457	12,8624	12,3873	13,9036	12,0507	13,7076	13,1455	12,5414	13,7807	13,5947	13,388	13,7619	13,8681	12,7232	13,0489	12,098	11,8774	12,2158	12,4	11,8633	13,4233	11,438	12,6578	11,543	11,3174	11,4409	11,5817	13,5859	12,9893	12,7929	13,6146	11,8379	13,074	11,6519	11,7619	13,4273	12,162	13,5011	12,7042	13,0366	12,6648	12,8363	12,2015	12,5597	NaN	12,6192	14,3907	13,0077	11,5913	12,1448	11,5002	12,0491	12,1291	12,3947	13,6105	13,2919	14,1037	12,4166	NaN	VCL	P18206	P18206	VINC_HUMAN	Vinculin
14,2907	13,6403	12,801	14,2815	14,8842	13,8814	12,968	12,6953	13,2222	13,1027	12,4684	14,1617	15,1427	12,65	13,5683	13,232	14,3558	12,8491	13,9534	14,6477	14,2081	NaN	15,6111	14,0866	13,0065	13,1991	NaN	13,472	12,4853	15,4629	14,6318	14,1134	12,9984	13,2619	13,8748	13,4747	12,3792	13,7553	14,0061	13,8787	14,0955	12,6233	15,2843	14,9139	13,9618	15,8783	15,0449	16,1394	13,4661	13,2767	12,8065	15,0411	13,7081	13,6386	13,7964	15,0013	12,667	13,6104	13,2495	13,2814	13,2146	14,1866	13,9981	13,5651	13,1219	12,7698	13,2785	11,7892	13,0933	12,899	13,3804	12,7702	12,9738	12,7932	13,707	12,3335	13,5586	13,8948	13,7998	13,7693	13,6326	NaN	13,3432	12,5516	13,4831	12,0691	13,7871	13,9712	12,3884	12,4454	12,0553	14,8769	13,4732	13,8351	13,1688	14,6701	13,7706	13,5409	13,7225	11,4908	11,9352	12,7681	13,0653	12,1353	12,7835	13,3369	13,3622	NaN	13,4667	11,8975	NaN	12,0659	12,6321	16,9947	16,7347	15,0822	15,8211	16,759	14,4764	15,9306	17,0181	13,5439	16,4177	15,8807	15,2457	13,0786	13,0953	13,3385	13,9207	15,0903	12,9336	15,8198	15,9402	13,269	12,6824	13,5188	12,649	13,1141	NaN	13,1566	14,2399	12,848	12,7774	13,0828	16,0152	12,7662	17,4495	13,3992	16,3947	14,417	NaN	16,7503	14,5812	15,6806	13,4719	16,2225	16,8547	LBP	P18428	P18428	LBP_HUMAN	Lipopolysaccharide-binding protein
13,6047	15,0282	14,927	15,1553	17,1413	15,5028	14,8915	14,4863	14,7802	14,8148	14,4551	14,0103	15,074	12,8305	13,8236	13,8521	13,6136	13,8708	14,2423	15,3103	15,9697	15,0658	NaN	13,7937	16,0514	13,217	NaN	14,1392	12,7109	15,5489	15,9048	13,8935	13,9776	14,1353	14,5229	16,5723	14,1969	14,5489	16,0449	14,2346	15,1788	15,7262	15,9184	16,5119	17,7488	15,8876	15,6963	15,6805	13,712	15,9783	13,4664	13,6519	15,0822	15,6069	14,7962	16,3807	14,2594	18,2225	17,1301	12,6146	13,2599	14,5616	15,8604	14,6145	14,3898	13,109	15,0206	14,4018	14,3155	15,2213	14,5411	14,8394	14,0349	12,593	13,8171	13,9788	13,6684	14,4849	14,3583	13,3074	14,3123	13,0843	13,131	13,4949	12,6354	12,7737	16,2648	14,1721	14,9224	13,3179	14,4554	15,9224	13,8733	14,2262	15,3586	13,7915	14,0733	15,4943	13,9657	15,0453	14,0086	14,7694	13,7769	15,1999	15,1957	14,2392	12,4446	13,6725	12,5983	13,3464	13,8309	13,5311	13,6599	13,6204	13,5427	NaN	13,2881	13,9495	13,5863	14,2561	15,9855	13,6058	13,8683	11,3704	14,6321	16,7946	13,3595	15,0612	16,5186	13,6188	13,4341	12,2073	13,1229	13,8088	13,8462	15,4487	15,104	15,1065	14,7573	14,035	14,8581	15,3685	13,8189	13,3262	15,1078	14,9044	13,5312	15,0056	12,9961	NaN	13,4214	11,9165	15,9166	13,7236	13,3041	12,8713	12,4816	IL1RN	P18510	P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein
10,6327	10,0647	10,5986	11,3041	10,3252	11,2894	10,5422	NaN	9,81056	10,6104	10,4391	NaN	NaN	10,4058	NaN	11,5672	NaN	NaN	10,7336	NaN	NaN	NaN	NaN	11,3317	10,8606	11,6653	NaN	11,2069	11,3045	11,5122	NaN	10,3737	10,5537	10,1989	10,632	10,7814	10,7584	9,9444	11,1085	11,1134	NaN	NaN	10,8337	NaN	11,3303	NaN	11,1975	10,8132	10,7151	10,1617	10,7561	NaN	12,422	NaN	NaN	11,118	11,7069	11,6622	9,81882	10,5146	10,6067	11,4911	11,0148	NaN	10,8493	10,6438	NaN	NaN	11,2774	NaN	NaN	10,871	10,7356	10,1722	10,0049	NaN	11,0603	9,87567	10,2393	NaN	11,1394	NaN	10,2356	9,96606	NaN	10,3755	NaN	10,3131	NaN	NaN	10,087	NaN	9,96131	10,8672	10,9724	NaN	11,4642	NaN	11,6301	NaN	10,3472	10,1451	10,3451	10,2003	NaN	10,8709	10,5682	NaN	10,4034	10,01	NaN	11,1093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,3725	11,6063	NaN	NaN	NaN	12,3635	NaN	NaN	NaN	11,0155	NaN	NaN	10,7976	NaN	NaN	10,2984	10,4942	NaN	NaN	10,5653	11,8859	NaN	11,5568	NaN	NaN	NaN	10,8485	11,2781	NaN	NaN	11,2907	NaN	NaN	NaN	NaN	11,6413	LAG3	P18627	P18627	LAG3_HUMAN	Lymphocyte activation gene 3 protein
15,1666	15,5848	14,9222	15,2543	15,6384	15,3297	15,7473	14,6157	15,2124	14,8341	15,3405	15,3701	14,4078	14,9852	14,36	14,8138	14,7208	14,3667	14,979	14,9291	15,8469	14,4995	12,3726	14,2337	15,2532	14,6114	15,022	14,9014	14,6439	13,9671	15,3052	14,9857	15,3105	14,9397	14,8095	15,831	15,507	15,1235	14,5352	15,0333	14,7082	13,8939	14,583	14,6993	14,451	15,0697	14,639	13,218	14,8967	15,601	15,4377	15,869	14,466	14,9996	14,8664	14,6335	14,9793	15,6908	14,8224	15,1751	15,2901	14,6533	14,8059	14,6196	15,0221	14,3979	15,4893	14,7745	15,2225	14,9052	15,2641	15,7002	14,2492	13,9555	14,9961	14,9036	14,842	15,3552	15,2215	14,911	14,8511	13,949	14,8391	15,1837	14,4925	14,8886	15,465	15,3819	14,6769	14,7964	14,9245	15,051	15,1592	14,7547	15,4821	13,7918	14,4027	14,3091	14,7882	14,2042	14,5109	15,8753	14,8516	15,7048	14,9934	15,1078	16,2577	15,8371	16,0175	15,6481	16,1289	15,1603	14,0558	13,5152	14,0907	14,1688	13,8743	14,2023	14,831	13,935	14,1489	13,4417	13,0875	13,16	13,169	14,7287	14,1834	NaN	15,2763	14,0011	15,9546	13,6375	13,5672	15,4569	14,5301	14,3782	15,511	14,9292	14,6812	14,5145	15,2287	14,7648	14,0984	15,1575	16,6128	15,0569	13,8092	14,6489	14,593	14,5278	14,1065	14,1338	15,42	14,8138	14,9756	13,1286	13,9767	PGAM1	P18669	P15259;P18669	PGAM1_HUMAN	Phosphoglycerate mutase 1
13,4945	16,2791	15,8364	17,4121	16,3981	18,2015	17,2368	14,8385	17,5822	18,2917	17,9602	16,4888	14,4791	15,4349	14,4487	16,8276	17,1297	14,8479	16,9633	12,8683	15,2724	14,2585	17,3093	16,6939	13,2529	15,7236	NaN	18,6501	14,8753	15,9784	14,7331	15,9641	17,6233	14,9443	17,7538	17,6078	14,7423	15,8255	14,3263	17,7177	14,1562	14,35	15,0331	13,2933	13,7633	12,9803	15,6115	12,9701	16,6816	15,5195	15,2621	14,1409	18,6038	15,8996	16,4268	13,1422	17,7999	13,7865	17,2009	15,1396	13,1394	18,8661	17,9662	NaN	12,937	17,2055	16,5165	NaN	14,6838	15,6345	18,4073	16,8049	17,6753	15,4366	15,9223	14,8566	17,6774	19,055	19,1092	14,5174	14,7195	13,7322	16,5328	15,9883	18,2213	11,5206	17,8857	17,7647	14,5117	15,9395	18,5339	13,5901	15,6373	18,1947	14,7179	15,5941	17,8889	15,2601	15,843	13,7412	15,2841	13,5376	18,3679	13,2285	13,0092	17,3203	13,8001	13,3953	14,368	NaN	14,1404	13,4462	14,0416	13,8575	13,3916	9,9025	10,1552	NaN	12,536	11,3576	10,9909	11,4966	NaN	14,7833	NaN	13,6124	12,4874	NaN	NaN	NaN	15,0099	NaN	10,9618	13,4377	12,0005	14,8982	16,4575	17,833	16,2351	13,7675	15,4256	15,8834	12,526	15,5848	NaN	14,0114	10,4802	14,0665	NaN	14,8693	12,8508	14,7557	12,8477	14,7251	NaN	14,5334	11,1122	SDC1	P18827	P18827	SDC1_HUMAN	Syndecan-1
11,7799	11,5399	11,5002	10,5176	11,7982	12,1348	11,1988	12,2469	11,9927	11,0794	11,3876	11,8655	11,8067	12,7819	13,3945	12,4564	11,2518	11,4292	11,3922	11,6461	11,7433	NaN	NaN	11,705	11,4175	11,6917	NaN	10,9267	NaN	12,9954	11,6318	11,7985	11,147	13,2277	11,4006	11,8369	11,7839	10,8144	11,9171	11,4821	NaN	NaN	11,3975	NaN	9,83912	NaN	11,595	NaN	11,5345	11,4891	11,7046	11,3561	11,7552	NaN	11,3726	NaN	11,3717	NaN	11,1871	11,8774	11,8543	11,6557	10,9308	NaN	12,3036	11,5609	11,2401	NaN	12,3397	11,0024	NaN	11,3883	10,8706	10,6989	11,7549	12,0631	11,8047	11,4032	11,4775	11,482	11,672	11,27	11,8171	NaN	12,0286	11,6959	11,4337	11,643	12,1767	12,2265	10,9004	11,1505	11,4923	11,1505	11,6345	10,4595	NaN	12,5966	11,7775	11,9956	NaN	12,5541	11,5971	11,1051	11,0738	11,6314	10,3538	NaN	11,2274	11,7165	NaN	11,638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,7456	NaN	NaN	NaN	NaN	11,9731	NaN	NaN	NaN	NaN	NaN	11,4722	11,6469	11,7356	11,8717	11,4176	NaN	NaN	11,4499	NaN	NaN	NaN	11,0103	NaN	NaN	12,0509	NaN	NaN	NaN	NaN	NaN	NaN	ATF6	P18850	P18850	ATF6A_HUMAN	Cyclic AMP-dependent transcription factor ATF-6 alpha
11,8603	11,5113	10,4785	11,0162	13,9084	11,2366	13,3695	12,1103	10,7498	11,1183	12,2113	11,035	12,0183	11,5468	NaN	NaN	NaN	NaN	NaN	12,4766	12,0826	12,6613	14,8529	11,512	12,2248	10,6159	NaN	10,2226	11,9187	13,1398	12,4731	11,6753	NaN	11,4344	11,5585	12,6583	NaN	12,5246	NaN	NaN	NaN	NaN	11,7688	12,1896	12,552	NaN	NaN	NaN	11,6875	12,4331	11,7011	11,8239	NaN	NaN	NaN	NaN	NaN	12,5873	11,9463	11,3465	13,8045	10,8325	NaN	12,7651	NaN	11,4874	12,4252	12,3087	NaN	NaN	12,0775	12,2962	NaN	NaN	11,2123	NaN	NaN	11,82	11,4088	12,7279	11,4204	NaN	10,9281	12,8288	10,8205	12,1921	12,981	11,4537	12,2802	NaN	12,4246	11,2741	12,0797	NaN	11,4215	NaN	NaN	12,6238	NaN	11,0326	NaN	13,0395	NaN	12,2536	12,0415	11,394	14,3903	NaN	11,2831	NaN	11,5631	10,3178	NaN	NaN	12,1895	NaN	NaN	11,8759	14,0115	13,3777	13,0496	NaN	NaN	NaN	NaN	12,4172	13,8813	13,5544	13,6411	NaN	NaN	NaN	11,5325	11,9967	NaN	12,4831	12,0856	12,1552	NaN	13,137	11,6865	12,7998	NaN	11,59	NaN	11,7041	12,0375	12,0482	NaN	NaN	NaN	NaN	NaN	NaN	12,8926	NaN	12,6434	KRT15	P19012	P19012	K1C15_HUMAN	Keratin, type I cytoskeletal 15
15,5012	17,103	11,7461	15,2266	18,3718	12,7203	18,6989	15,9273	15,0377	16,4182	17,5319	12,4408	13,1215	16,612	14,7255	13,058	13,6281	10,4697	13,5336	17,8925	19,0924	18,6116	18,024	15,533	18,7089	14,5413	16,6242	13,7075	15,5555	17,6441	13,0241	17,5432	14,7351	15,1378	10,4219	18,3498	15,1958	16,5688	13,5252	13,0286	13,7648	NaN	15,578	14,053	12,3469	13,3956	13,0405	13,1886	12,6555	13,6458	19,2834	13,427	15,1691	18,1558	13,5965	17,7411	15,9141	17,1756	16,8224	17,441	19,2861	12,7859	12,3627	13,3647	17,4045	12,6082	16,1409	18,5041	12,5929	15,7917	15,5196	18,0521	12,6826	12,5662	12,3805	16,8104	14,8548	15,5891	15,5757	19,332	15,3333	13,137	13,685	17,9536	15,0883	16,4794	18,8045	14,4757	19,8846	13,9677	18,1739	15,5574	17,7969	14,3535	17,3459	13,9282	12,4349	16,4949	14,4544	14,5816	15,041	19,3131	12,4413	19,6031	18,7569	15,6836	17,2021	15,5119	13,7645	13,2733	15,7633	12,7731	NaN	12,6301	16,6075	13,9122	NaN	14,2733	18,1653	12,9329	16,343	13,7037	12,0834	11,6463	15,6607	18,1182	15,2179	16,1241	16,0779	NaN	11,7467	17,7405	14,0245	13,9643	13,9329	18,056	17,9067	16,5756	14,5596	14,2852	12,5009	15,8646	15,4148	14,2004	12,7075	18,153	14,4252	14,757	16,3014	15,4212	13,7164	NaN	14,9718	13,8732	14,0339	14,2488	NaN	KRT4	P19013	P19013;Q3SY84;Q86Y46	K2C4_HUMAN	Keratin, type II cytoskeletal 4
14,5086	14,5645	14,9308	14,8002	14,6396	14,8018	14,614	14,6665	15,4552	14,7462	14,5134	14,4728	14,5299	14,4327	14,625	15,0456	14,8896	14,7581	14,5632	14,8547	15,0214	13,5242	16,2881	14,4012	14,4039	14,5191	NaN	14,7305	14,6288	15,374	15,0328	15,3832	15,103	14,3767	15,1049	14,7689	14,1065	14,8706	14,6973	14,8294	14,3638	13,8509	15,3968	14,2197	15,8716	14,6322	15,203	14,5576	14,627	14,8769	14,7354	13,4876	14,9442	14,2916	15,4833	14,666	14,6754	14,4332	14,8266	14,3296	14,2002	15,4069	14,4717	14,7202	14,4091	14,5079	14,5011	14,2785	15,0053	14,8251	14,8143	14,8163	14,833	14,7761	15,3007	14,5927	14,7868	14,9163	14,9107	14,2381	14,4481	14,4105	15,1379	14,0869	14,9632	14,4318	14,8784	15,0412	14,2618	14,006	14,5528	15,0292	14,8131	15,1291	14,7358	14,565	14,8041	14,6038	15,0723	14,7544	13,7975	14,9069	15,5346	14,6881	14,1441	15,5992	13,4254	14,9374	14,8007	14,0824	14,3285	14,9213	14,9557	15,3081	15,5296	14,4709	14,4389	15,08	14,996	15,1921	14,4855	15,2799	14,9798	15,2625	15,0653	14,4498	15,1178	14,4222	13,5861	14,9928	15,2033	14,5215	14,973	14,6974	14,8302	14,5586	15,0057	14,5701	14,5215	14,4596	14,8375	14,4841	14,2552	14,6024	14,3653	13,8367	15,1782	14,1275	15,5409	14,3263	14,0155	15,2921	14,7697	14,5634	NaN	13,208	14,93	PAM	P19021	P19021	AMD_HUMAN	Peptidyl-glycine alpha-amidating monooxygenase
18,1294	18,2043	19,1173	18,2051	18,6086	18,5169	17,8872	18,2945	18,4356	18,9169	18,3643	18,5606	18,4047	18,5876	17,4786	18,5446	19,5466	17,9596	18,733	19,1287	18,5627	17,7061	17,7967	17,7047	17,9084	18,3098	17,4694	18,7472	18,1583	18,5454	17,9244	18,0962	18,7445	18,1342	18,5621	18,3593	17,5195	17,3653	19,6538	18,9024	18,405	19,6997	18,671	18,6074	19,2914	17,3457	18,5243	18,6878	18,5333	18,8098	18,2335	16,9003	18,5213	17,7969	18,7368	19,0454	18,5201	18,9238	18,7324	18,4867	18,4271	18,6934	19,3869	19,53	17,3179	18,9813	18,3384	17,2128	18,8497	18,4693	18,921	18,2263	18,6445	18,4488	18,5684	17,7228	18,1067	17,864	17,922	17,0782	18,4619	18,4355	18,2113	17,8479	18,2237	17,3618	18,3917	18,7448	18,3087	18,1849	17,7718	18,2642	18,2005	19,2088	17,9669	17,552	18,757	18,4283	18,9499	19,0682	17,4151	18,0006	18,2083	18,3663	19,0206	18,7703	16,993	17,636	17,3283	17,1355	18,2239	19,0925	17,9084	22,0939	17,8819	17,2449	17,0187	18,3861	16,9787	16,8368	17,1695	17,3758	17,1411	17,1708	18,1933	19,3122	17,3873	17,1888	16,4775	17,2697	18,0919	16,7062	16,8577	17,8176	17,2626	18,3191	18,3635	18,5727	18,0091	18,774	18,4782	18,9637	18,9801	18,4163	16,8842	17,6724	17,5897	18,5787	18,3202	17,4217	17,6436	21,3479	18,0959	17,0261	17,2495	16,3584	17,9863	CDH2	P19022	P19022	CADH2_HUMAN	Cadherin-2
11,09	11,1339	11,5877	11,079	11,0566	11,5683	10,5613	11,455	11,365	11,0739	10,9121	11,3554	11,3092	11,6446	NaN	10,1003	NaN	NaN	NaN	10,9245	10,9052	NaN	NaN	11,0011	11,3216	10,7731	NaN	11,5858	NaN	NaN	10,8965	11,3806	11,2676	10,7811	12,5105	11,055	11,0431	NaN	NaN	10,0347	NaN	10,8776	11,3094	NaN	11,4955	NaN	10,0437	NaN	11,2336	11,5382	10,8777	10,8187	NaN	NaN	NaN	NaN	NaN	9,92805	NaN	11,6055	11,0646	11,194	10,5209	12,7186	11,1239	11,1126	12,4037	NaN	NaN	11,7282	11,3626	11,2268	NaN	10,9543	11,1947	11,1169	11,0532	11,9054	11,9154	11,1962	10,9476	11,2535	11,3604	11,1317	11,1779	11,0464	11,1234	11,816	NaN	11,5977	10,8898	NaN	10,7058	11,2992	10,6254	NaN	NaN	NaN	NaN	11,3188	NaN	11,3942	11,5444	NaN	NaN	11,5972	11,1441	11,6368	11,1778	11,1605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,1413	NaN	NaN	NaN	10,8197	10,8773	NaN	11,2237	NaN	NaN	11,1521	NaN	NaN	10,4529	NaN	NaN	NaN	10,9534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TSPAN8	P19075	P19075	TSN8_HUMAN	Tetraspanin-8
